SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL
WEST UTTAR PRADESH,1993.00,3.70,13.50,21.20,1.00,15.20,82.00,156.60,136.90,326.80,15.10,0.10,0.00,771.90
WEST UTTAR PRADESH,1994.00,24.00,17.30,0.00,12.40,6.50,72.50,364.30,290.20,19.70,0.00,0.00,0.10,806.80
WEST UTTAR PRADESH,1995.00,30.10,11.20,7.90,3.70,0.00,72.20,188.30,389.20,122.10,0.10,0.20,1.90,826.80
WEST UTTAR PRADESH,1996.00,24.80,55.80,2.70,0.40,3.70,86.10,210.30,350.40,170.70,36.20,0.00,0.00,941.20
WEST UTTAR PRADESH,1997.00,3.80,0.70,2.40,19.20,22.80,79.90,235.70,34.60,24.00,7.50,3.20,11.40,445.20
WEST UTTAR PRADESH,1998.00,3.30,8.10,23.50,9.00,10.40,71.40,273.40,343.70,84.20,39.60,0.70,0.00,867.20
WEST UTTAR PRADESH,1999.00,19.30,1.10,0.00,0.00,8.30,66.30,215.10,180.50,261.60,33.40,0.10,0.70,786.40
WEST UTTAR PRADESH,2000.00,8.80,22.90,1.70,2.10,23.60,143.00,251.20,238.90,79.10,0.00,0.00,0.00,771.40
WEST UTTAR PRADESH,2001.00,2.50,2.30,2.60,12.00,29.60,164.40,282.00,122.10,26.70,16.30,1.10,0.10,661.70
WEST UTTAR PRADESH,2002.00,16.80,37.60,2.00,0.70,21.50,29.00,29.60,252.30,218.10,6.70,0.40,10.50,625.20
WEST UTTAR PRADESH,2003.00,18.60,40.40,2.50,4.40,5.90,74.10,315.60,214.20,356.60,0.70,0.80,13.60,1047.50
WEST UTTAR PRADESH,2004.00,20.60,0.70,0.00,20.00,21.70,59.30,124.20,250.50,84.00,60.50,0.70,0.20,642.30
WEST UTTAR PRADESH,2005.00,10.10,17.90,22.60,1.20,6.90,67.10,298.20,96.00,202.50,2.50,0.00,0.60,725.70
WEST UTTAR PRADESH,2006.00,0.50,0.00,20.20,4.00,34.10,66.60,241.60,78.10,65.70,16.70,0.70,1.00,529.30
WEST UTTAR PRADESH,2007.00,0.40,66.90,37.40,0.90,11.00,88.40,155.10,152.20,57.00,1.80,0.00,1.40,572.50
WEST UTTAR PRADESH,2008.00,0.90,0.20,0.00,4.00,24.80,193.80,258.50,217.40,90.90,5.10,4.00,0.00,799.80
WEST UTTAR PRADESH,2009.00,1.30,3.90,1.20,8.70,12.80,17.10,118.30,184.50,125.40,59.30,13.90,2.80,549.20
WEST UTTAR PRADESH,2010.00,3.20,13.70,0.20,0.40,9.30,12.50,282.00,213.80,263.90,4.70,12.80,4.10,820.70
WEST UTTAR PRADESH,2011.00,2.10,10.40,3.90,2.80,29.60,175.90,215.90,232.30,101.70,0.70,0.50,1.50,777.40
WEST UTTAR PRADESH,2012.00,14.50,0.10,1.40,4.70,0.30,4.00,145.10,149.10,67.80,0.50,0.10,2.00,389.60
WEST UTTAR PRADESH,2013.00,20.40,69.50,3.50,1.60,2.10,190.60,233.90,287.10,52.20,61.20,1.70,8.90,932.80
WEST UTTAR PRADESH,2014.00,48.30,29.40,22.60,5.30,11.00,22.00,151.60,81.00,84.70,14.60,0.00,16.30,486.90
WEST UTTAR PRADESH,2015.00,31.60,7.20,66.80,21.00,8.10,72.00,194.20,143.50,26.50,6.90,2.00,3.00,582.70
UTTARAKHAND,1901.00,134.50,81.40,44.50,5.90,60.80,33.60,381.10,612.30,167.10,16.30,0.00,24.90,1562.50
UTTARAKHAND,1902.00,0.00,17.00,52.20,63.70,52.10,113.10,444.10,327.50,220.40,31.90,2.10,0.00,1324.20
UTTARAKHAND,1903.00,68.00,7.90,87.60,10.30,37.50,83.00,251.60,442.70,249.30,57.50,0.00,11.30,1306.50
UTTARAKHAND,1904.00,40.00,5.20,78.30,13.60,61.10,180.10,449.60,417.20,174.10,6.30,35.60,31.00,1492.00
UTTARAKHAND,1905.00,115.40,80.70,99.80,26.10,70.30,111.50,299.90,349.50,129.50,0.00,1.00,18.50,1302.10
UTTARAKHAND,1906.00,26.10,162.00,36.80,10.10,44.60,195.60,363.90,440.90,232.20,11.60,0.40,13.80,1537.90
UTTARAKHAND,1907.00,49.40,131.60,144.40,41.70,57.60,74.80,342.30,323.80,28.20,0.40,0.00,0.10,1194.40
UTTARAKHAND,1908.00,49.40,74.60,6.30,31.80,46.30,144.90,411.40,423.50,56.20,2.50,2.60,6.60,1256.20
UTTARAKHAND,1909.00,75.80,43.10,8.70,64.60,16.50,306.50,565.80,464.20,94.40,8.00,0.70,69.50,1717.70
UTTARAKHAND,1910.00,34.60,38.80,12.10,21.40,59.30,231.00,505.60,526.80,253.90,264.60,8.40,7.40,1963.90
UTTARAKHAND,1911.00,211.40,4.20,190.30,20.40,19.50,204.10,149.30,381.90,266.40,19.70,75.70,0.00,1542.90
UTTARAKHAND,1912.00,79.00,31.10,44.50,27.80,51.40,103.10,333.50,423.20,259.30,2.20,26.90,12.30,1394.50
UTTARAKHAND,1913.00,11.40,91.80,70.30,24.40,98.30,289.10,261.80,188.70,49.50,12.10,7.30,32.90,1137.60
UTTARAKHAND,1914.00,0.90,119.90,115.70,50.20,82.30,141.30,563.30,377.80,439.60,27.10,22.30,0.50,1940.90
UTTARAKHAND,1915.00,32.40,126.30,101.00,40.60,57.20,129.80,370.20,539.90,178.30,12.90,0.00,12.60,1601.30
UTTARAKHAND,1916.00,3.90,35.60,1.90,20.60,49.00,373.80,432.30,397.70,280.10,83.80,0.00,0.00,1678.80
UTTARAKHAND,1917.00,7.60,55.40,64.90,80.10,118.20,298.10,561.20,372.70,405.70,115.80,0.00,23.30,2102.90
UTTARAKHAND,1918.00,17.20,0.00,73.90,85.60,46.50,237.60,225.80,397.20,101.00,4.00,18.40,8.20,1215.20
UTTARAKHAND,1919.00,158.90,46.70,44.10,40.20,51.00,278.40,372.50,295.90,242.60,14.20,9.70,29.10,1583.10
UTTARAKHAND,1920.00,6.10,52.70,100.70,10.00,65.30,221.70,472.50,307.10,76.90,12.90,0.00,2.60,1328.40
UTTARAKHAND,1921.00,101.00,5.60,12.50,19.70,3.60,364.10,329.30,652.80,299.50,55.80,0.20,4.70,1848.70
UTTARAKHAND,1922.00,86.40,34.40,11.70,21.00,12.10,125.10,507.10,685.20,320.90,3.80,1.30,51.10,1860.00
UTTARAKHAND,1923.00,80.50,146.60,18.50,10.80,26.90,84.80,372.50,427.90,289.90,69.40,10.00,45.10,1582.90
UTTARAKHAND,1924.00,42.50,60.10,27.70,6.80,43.40,39.40,450.20,414.00,651.50,128.10,0.60,62.80,1927.10
UTTARAKHAND,1925.00,34.30,17.70,11.70,43.50,57.00,309.10,554.50,384.50,65.90,20.10,36.70,0.00,1535.00
UTTARAKHAND,1926.00,22.00,28.20,143.00,52.00,57.80,34.80,475.30,400.70,133.30,10.20,22.00,2.00,1381.20
UTTARAKHAND,1927.00,13.70,121.80,53.20,24.50,66.80,210.20,308.90,516.80,159.90,120.80,43.70,9.50,1649.90
UTTARAKHAND,1928.00,89.50,150.10,27.20,40.20,18.60,114.50,468.00,251.40,29.70,6.30,17.40,28.90,1241.90
UTTARAKHAND,1929.00,52.90,33.20,16.90,21.70,20.60,138.70,279.70,403.20,65.20,44.50,0.00,135.50,1212.20
UTTARAKHAND,1930.00,65.70,72.70,52.10,34.80,39.60,126.50,399.70,348.30,76.50,21.60,8.10,25.60,1271.20
UTTARAKHAND,1931.00,7.80,89.90,45.10,1.90,56.90,55.00,319.10,307.20,335.30,105.80,6.80,3.40,1334.10
UTTARAKHAND,1932.00,1.90,18.50,34.30,12.80,27.00,95.70,343.50,438.90,326.90,6.30,5.50,58.40,1369.60
UTTARAKHAND,1933.00,51.70,67.20,23.40,52.60,89.40,227.00,466.80,337.30,151.20,128.00,0.00,1.20,1595.80
UTTARAKHAND,1934.00,66.30,10.40,21.00,8.60,20.60,201.70,459.40,410.40,97.10,1.60,0.50,41.50,1339.00
UTTARAKHAND,1935.00,93.00,34.50,26.70,37.80,4.20,44.00,385.10,308.10,174.80,3.60,8.80,16.50,1137.20
UTTARAKHAND,1936.00,6.90,54.70,42.20,33.60,92.80,345.10,570.80,390.40,241.20,19.80,2.10,112.70,1912.30
UTTARAKHAND,1937.00,10.50,149.30,7.20,43.90,47.60,172.70,398.70,439.60,211.70,15.80,2.00,34.50,1533.60
UTTARAKHAND,1938.00,122.50,85.40,7.50,4.50,37.00,293.60,459.20,396.40,110.80,11.40,0.80,0.10,1529.30
UTTARAKHAND,1939.00,21.10,82.10,39.20,15.50,9.10,213.10,352.90,199.30,186.20,24.20,0.00,0.00,1142.60
UTTARAKHAND,1940.00,49.20,100.50,57.30,21.80,44.20,136.00,395.10,300.00,82.60,1.40,0.40,35.30,1223.70
UTTARAKHAND,1941.00,58.20,37.30,14.00,4.40,67.40,200.30,171.50,354.10,95.70,32.30,0.50,25.90,1061.60
UTTARAKHAND,1942.00,109.00,81.80,17.60,53.40,34.90,191.50,481.00,455.80,223.80,1.00,0.10,61.60,1711.40
UTTARAKHAND,1943.00,61.20,17.60,27.80,53.50,15.90,134.40,283.20,590.90,181.40,0.20,0.10,0.30,1366.70
UTTARAKHAND,1944.00,76.60,72.00,62.60,51.20,18.40,192.00,354.40,194.70,144.50,21.40,0.70,10.30,1198.90
UTTARAKHAND,1945.00,120.20,4.50,39.30,42.70,16.50,90.60,468.60,379.80,391.80,92.00,0.10,1.80,1648.00
UTTARAKHAND,1946.00,0.50,47.90,20.40,64.80,121.50,193.10,565.10,311.50,114.90,48.70,18.20,20.10,1526.70
UTTARAKHAND,1947.00,46.80,52.20,47.70,1.60,49.00,126.80,383.40,274.20,350.50,16.60,0.40,10.80,1359.80
UTTARAKHAND,1948.00,1.60,103.00,121.60,23.80,35.10,53.20,337.10,592.50,205.10,50.70,3.10,8.70,1535.40
UTTARAKHAND,1949.00,7.30,135.50,32.40,29.00,59.70,52.40,450.20,414.50,204.00,22.20,0.20,4.80,1412.10
UTTARAKHAND,1950.00,59.50,30.30,55.00,2.70,40.20,240.10,492.80,493.40,160.80,2.70,0.00,6.60,1584.10
UTTARAKHAND,1951.00,54.00,41.80,46.80,30.70,61.70,74.00,200.90,403.00,204.20,13.50,43.80,0.10,1174.30
UTTARAKHAND,1952.00,39.40,61.10,125.50,19.90,34.80,241.00,346.10,506.40,82.40,11.20,3.60,6.40,1477.80
UTTARAKHAND,1953.00,118.10,14.80,18.30,34.70,71.20,181.80,617.50,338.90,125.80,9.80,0.00,35.00,1565.80
UTTARAKHAND,1954.00,117.90,155.70,22.30,5.20,27.60,111.60,472.60,567.30,217.20,148.60,3.40,13.40,1862.90
UTTARAKHAND,1955.00,84.70,14.20,51.90,41.10,19.80,151.40,356.10,429.00,236.30,271.20,0.00,11.30,1666.90
UTTARAKHAND,1956.00,40.50,24.90,105.30,15.10,132.40,213.90,466.40,359.30,182.70,370.40,5.90,26.10,1943.00
UTTARAKHAND,1957.00,166.40,6.60,77.50,73.30,75.90,113.40,532.10,286.50,308.30,57.70,20.10,62.90,1780.70
UTTARAKHAND,1958.00,59.20,16.50,38.70,23.30,26.30,95.30,436.60,436.20,233.40,78.90,2.50,52.10,1499.00
UTTARAKHAND,1959.00,68.00,93.30,58.10,20.30,49.00,118.80,483.50,442.30,294.60,87.90,26.20,0.90,1743.00
UTTARAKHAND,1960.00,80.00,1.40,97.10,33.50,24.00,132.40,466.70,420.70,189.20,76.60,2.20,16.30,1540.10
UTTARAKHAND,1961.00,126.30,133.70,24.10,20.50,41.00,181.20,490.10,511.60,226.40,122.70,13.10,57.50,1948.30
UTTARAKHAND,1962.00,79.50,86.30,68.70,27.30,21.50,150.90,402.20,398.20,341.50,8.60,29.00,33.90,1647.40
UTTARAKHAND,1963.00,17.40,35.50,130.90,51.40,49.30,193.10,360.90,523.40,345.10,10.80,43.90,40.20,1802.00
UTTARAKHAND,1964.00,89.70,72.50,75.00,48.40,95.20,162.70,463.80,402.00,327.60,1.30,0.00,31.30,1769.60
UTTARAKHAND,1965.00,44.40,159.50,119.30,62.10,44.10,50.30,388.00,302.80,87.50,33.00,11.80,2.90,1305.70
UTTARAKHAND,1966.00,3.20,86.60,48.90,17.80,76.70,270.00,363.00,410.30,125.70,35.10,15.30,13.30,1465.80
UTTARAKHAND,1967.00,11.00,35.00,112.50,26.00,23.20,122.60,436.30,518.70,146.50,22.00,22.40,79.90,1556.20
UTTARAKHAND,1968.00,173.10,122.80,62.90,49.00,15.00,218.60,393.60,280.60,109.60,13.00,1.40,38.90,1478.60
UTTARAKHAND,1969.00,79.80,43.10,49.00,60.70,77.00,89.60,381.00,483.50,345.60,25.30,0.20,1.00,1635.70
UTTARAKHAND,1970.00,85.90,44.00,32.70,5.70,68.90,192.90,319.20,355.30,157.80,30.00,0.80,0.20,1293.50
UTTARAKHAND,1971.00,52.40,101.40,45.30,69.00,270.20,297.80,332.80,377.00,155.90,79.50,22.00,0.30,1803.80
UTTARAKHAND,1972.00,30.30,91.70,44.70,50.50,7.40,62.80,315.40,218.80,212.60,18.80,7.90,17.00,1077.80
UTTARAKHAND,1973.00,73.00,65.70,47.80,1.80,44.80,254.30,265.90,297.90,130.80,46.80,1.60,9.20,1239.70
UTTARAKHAND,1974.00,56.80,28.00,18.20,12.20,22.10,86.50,392.90,347.30,102.60,46.90,4.50,43.60,1161.80
UTTARAKHAND,1975.00,75.40,70.50,69.60,1.10,36.40,219.90,403.10,359.60,322.80,21.80,0.00,0.00,1580.30
UTTARAKHAND,1976.00,12.70,58.40,31.20,22.10,40.50,87.60,269.20,328.50,129.30,5.60,0.10,1.10,986.30
UTTARAKHAND,1977.00,47.00,7.80,4.50,65.20,101.10,122.00,487.00,292.30,208.30,30.10,2.90,48.10,1416.30
UTTARAKHAND,1978.00,34.60,83.10,187.30,51.20,51.80,291.00,414.30,528.40,324.80,16.90,43.70,4.30,2031.40
UTTARAKHAND,1979.00,50.60,68.40,65.90,23.60,64.00,110.20,323.50,276.10,37.70,11.70,8.20,32.40,1072.30
UTTARAKHAND,1980.00,21.70,55.70,60.30,15.60,21.30,175.00,466.00,322.70,133.50,37.30,2.40,21.90,1333.50
UTTARAKHAND,1981.00,67.60,27.80,81.30,23.70,77.40,162.10,488.10,263.50,103.10,4.60,42.10,15.00,1356.10
UTTARAKHAND,1982.00,61.90,58.60,143.20,78.20,77.10,90.60,264.00,435.10,110.70,17.80,1.40,33.50,1372.10
UTTARAKHAND,1983.00,80.90,45.50,92.10,132.90,101.00,114.10,261.30,312.90,320.00,53.80,1.60,9.10,1525.30
UTTARAKHAND,1984.00,19.60,128.90,14.60,42.00,27.50,300.10,359.30,237.70,173.50,3.20,2.60,30.10,1339.10
UTTARAKHAND,1985.00,54.30,9.60,14.00,40.90,63.50,104.40,451.70,389.40,228.20,220.50,3.00,74.10,1653.70
UTTARAKHAND,1986.00,3.80,68.40,85.40,70.70,149.70,141.60,418.30,281.70,155.50,61.60,13.80,63.90,1514.50
UTTARAKHAND,1987.00,29.80,61.70,30.30,48.80,148.00,55.90,190.30,261.00,123.90,20.20,0.20,17.10,987.30
UTTARAKHAND,1988.00,18.10,81.60,136.50,26.30,45.30,129.70,490.90,390.80,202.00,16.60,0.90,63.70,1602.40
UTTARAKHAND,1989.00,91.00,14.70,30.30,9.90,28.50,117.90,333.40,386.60,183.50,12.30,17.30,38.20,1263.80
UTTARAKHAND,1990.00,0.80,97.10,91.30,20.40,81.60,120.30,473.00,413.60,179.10,14.60,6.10,67.10,1564.90
UTTARAKHAND,1991.00,13.20,58.00,52.00,51.60,21.20,81.80,219.80,346.70,126.40,0.50,10.10,39.40,1020.70
UTTARAKHAND,1992.00,71.30,32.50,46.10,2.90,31.50,117.50,254.40,385.10,152.40,9.00,5.40,0.00,1108.10
UTTARAKHAND,1993.00,77.10,70.30,162.80,19.80,71.70,144.70,309.40,282.30,447.00,1.50,7.40,0.00,1594.10
UTTARAKHAND,1994.00,56.70,84.20,11.00,69.80,75.60,112.10,476.90,428.20,98.00,5.30,1.70,22.30,1441.70
UTTARAKHAND,1995.00,98.90,123.60,79.90,41.40,34.60,138.50,358.30,430.70,282.80,5.10,2.10,20.20,1616.10
UTTARAKHAND,1996.00,49.70,89.60,67.10,28.40,18.30,181.60,308.10,441.10,185.60,31.40,0.50,0.00,1401.40
UTTARAKHAND,1997.00,42.10,14.90,31.20,90.50,56.10,129.80,290.00,73.30,36.40,9.90,10.80,18.50,803.40
UTTARAKHAND,1998.00,9.60,68.40,106.20,73.00,78.50,163.30,242.90,260.00,120.00,75.50,1.20,0.00,1198.60
UTTARAKHAND,1999.00,33.00,11.40,1.40,1.20,50.50,158.90,389.00,285.50,217.90,32.00,0.10,4.70,1185.50
UTTARAKHAND,2000.00,29.90,69.40,37.90,18.10,83.30,313.90,420.10,536.10,195.30,1.10,7.00,0.70,1712.90
UTTARAKHAND,2001.00,22.70,27.90,83.40,48.20,109.10,297.30,493.00,371.70,68.30,6.30,1.40,15.10,1544.40
UTTARAKHAND,2002.00,53.80,123.20,100.00,76.30,82.30,139.60,205.70,465.40,301.30,19.90,3.00,4.20,1574.70
UTTARAKHAND,2003.00,40.70,126.00,99.70,54.10,67.10,145.20,515.30,416.20,239.90,1.80,4.80,23.60,1734.30
UTTARAKHAND,2004.00,58.50,11.70,0.00,51.50,66.00,130.70,400.90,326.30,96.80,70.70,0.80,5.70,1219.60
UTTARAKHAND,2005.00,64.10,83.20,54.20,12.80,52.10,74.00,400.10,249.20,337.90,14.10,2.20,4.30,1348.20
UTTARAKHAND,2006.00,48.70,9.60,71.70,52.20,120.50,104.20,345.60,294.70,79.10,18.80,6.80,27.00,1178.90
UTTARAKHAND,2007.00,1.70,138.90,123.10,41.10,78.80,139.90,522.90,502.80,325.60,25.10,7.80,16.70,1924.30
UTTARAKHAND,2008.00,55.60,11.70,18.10,93.00,67.30,332.40,313.30,245.80,190.80,23.10,11.90,0.60,1363.70
UTTARAKHAND,2009.00,1.80,27.60,18.80,18.40,77.60,41.90,157.50,202.60,206.60,81.30,12.60,0.90,847.80
UTTARAKHAND,2010.00,11.40,62.10,3.80,13.80,47.00,72.70,455.80,335.70,389.70,8.00,4.50,19.50,1424.00
UTTARAKHAND,2011.00,30.90,65.20,18.00,30.90,84.20,223.10,433.30,523.70,148.40,3.40,1.20,2.30,1564.70
UTTARAKHAND,2012.00,38.80,11.90,28.10,39.20,9.10,46.00,387.10,419.50,220.60,4.70,3.40,15.50,1223.90
UTTARAKHAND,2013.00,73.00,188.30,22.00,24.70,18.20,488.90,413.40,359.40,111.30,29.10,3.20,3.80,1735.40
UTTARAKHAND,2014.00,45.90,99.90,68.40,37.60,52.90,62.90,462.70,264.20,107.90,40.80,0.00,44.30,1287.40
UTTARAKHAND,2015.00,54.50,62.60,127.30,57.30,38.00,186.60,337.00,305.30,52.60,16.80,2.40,7.20,1247.60
HARYANA DELHI & CHANDIGARH,1901.00,35.40,28.90,11.10,0.00,5.10,13.20,126.40,151.50,10.50,2.00,0.00,6.10,390.10
HARYANA DELHI & CHANDIGARH,1902.00,0.00,0.70,2.90,10.20,15.80,74.60,149.30,97.10,59.80,9.30,0.00,0.00,419.80
HARYANA DELHI & CHANDIGARH,1903.00,14.70,0.50,2.30,0.50,8.50,8.60,151.60,138.20,97.70,4.00,0.00,2.30,428.90
HARYANA DELHI & CHANDIGARH,1904.00,7.60,0.70,48.00,0.50,29.30,34.30,109.70,162.90,102.30,1.50,10.40,20.30,527.80
HARYANA DELHI & CHANDIGARH,1905.00,44.80,20.80,14.00,1.30,7.40,20.10,93.60,23.10,92.60,0.00,0.00,5.10,322.90
HARYANA DELHI & CHANDIGARH,1906.00,3.60,64.10,31.40,0.10,1.40,70.20,128.90,103.80,185.20,0.00,0.00,5.00,593.60
HARYANA DELHI & CHANDIGARH,1907.00,14.30,42.80,25.90,33.50,7.80,20.00,123.20,175.30,1.00,0.10,0.00,0.00,443.90
HARYANA DELHI & CHANDIGARH,1908.00,31.40,6.10,0.10,7.60,22.40,14.50,196.60,398.20,10.10,0.30,1.10,0.60,689.00
HARYANA DELHI & CHANDIGARH,1909.00,5.90,13.10,0.00,78.10,2.80,123.70,228.70,118.90,162.40,3.10,0.00,32.70,769.30
HARYANA DELHI & CHANDIGARH,1910.00,19.70,5.10,0.10,2.10,3.10,69.00,107.90,150.40,159.70,87.30,0.00,0.80,605.20
HARYANA DELHI & CHANDIGARH,1911.00,66.50,1.30,53.30,0.70,0.10,53.10,26.30,49.30,208.70,10.70,39.70,0.00,509.70
HARYANA DELHI & CHANDIGARH,1912.00,43.40,12.50,9.00,9.20,2.80,26.50,161.10,134.20,119.50,0.00,10.50,0.50,529.30
HARYANA DELHI & CHANDIGARH,1913.00,1.10,42.90,22.40,1.90,69.70,111.80,142.90,82.30,22.60,0.70,0.90,9.30,508.40
HARYANA DELHI & CHANDIGARH,1914.00,2.30,7.00,4.70,22.70,21.00,51.10,252.00,100.00,182.90,18.70,2.00,0.30,664.70
HARYANA DELHI & CHANDIGARH,1915.00,30.70,49.10,40.90,7.10,8.00,39.90,66.90,69.90,101.70,6.40,0.00,1.80,422.40
HARYANA DELHI & CHANDIGARH,1916.00,0.50,15.70,0.20,2.30,12.50,71.20,139.70,217.70,107.80,61.60,0.00,0.00,629.10
HARYANA DELHI & CHANDIGARH,1917.00,6.10,7.40,3.20,34.50,25.80,64.60,164.30,210.90,361.50,101.00,0.00,7.50,986.70
HARYANA DELHI & CHANDIGARH,1918.00,10.00,0.00,11.10,9.90,1.10,34.30,20.00,142.10,5.00,0.30,0.80,0.00,234.70
HARYANA DELHI & CHANDIGARH,1919.00,61.00,2.70,8.40,2.30,14.80,7.00,208.70,172.10,50.60,0.00,3.40,22.80,553.70
HARYANA DELHI & CHANDIGARH,1920.00,11.20,12.90,13.20,0.20,21.60,73.00,194.80,30.80,9.60,1.40,0.00,0.10,368.80
HARYANA DELHI & CHANDIGARH,1921.00,21.30,1.20,0.50,1.40,0.00,13.70,100.20,189.50,86.10,29.50,0.00,3.00,446.50
HARYANA DELHI & CHANDIGARH,1922.00,14.30,4.50,0.60,0.60,1.40,86.70,139.60,99.70,176.50,1.70,0.00,27.10,552.90
HARYANA DELHI & CHANDIGARH,1923.00,17.00,52.70,0.80,0.10,19.70,24.80,183.70,221.30,17.60,9.10,0.30,34.40,581.50
HARYANA DELHI & CHANDIGARH,1924.00,48.50,18.90,2.00,1.30,5.50,18.50,98.30,151.30,247.50,45.50,2.50,15.00,654.80
HARYANA DELHI & CHANDIGARH,1925.00,4.80,0.10,0.10,3.10,11.20,153.80,247.00,108.60,10.20,5.70,12.20,0.30,557.20
HARYANA DELHI & CHANDIGARH,1926.00,9.40,9.30,39.20,10.30,33.40,18.40,190.00,257.40,45.50,0.60,2.40,0.10,615.90
HARYANA DELHI & CHANDIGARH,1927.00,0.20,34.10,14.80,7.40,13.90,12.20,160.90,163.90,42.70,18.10,1.70,32.50,502.50
HARYANA DELHI & CHANDIGARH,1928.00,21.50,28.30,3.40,5.90,3.70,36.50,131.00,77.60,35.60,7.60,20.30,16.80,388.20
HARYANA DELHI & CHANDIGARH,1929.00,15.20,0.10,0.00,9.50,3.70,18.70,135.20,82.80,11.40,3.80,0.00,26.20,306.60
HARYANA DELHI & CHANDIGARH,1930.00,28.40,11.40,4.00,1.80,3.40,68.60,266.50,78.40,32.30,2.80,0.90,2.10,500.50
HARYANA DELHI & CHANDIGARH,1931.00,0.40,17.00,14.20,0.30,7.80,11.10,198.70,122.50,109.50,37.40,0.00,0.10,519.20
HARYANA DELHI & CHANDIGARH,1932.00,3.00,2.00,26.20,4.80,6.10,14.30,136.80,113.40,117.50,0.00,0.00,15.80,440.10
HARYANA DELHI & CHANDIGARH,1933.00,1.10,19.50,10.80,6.70,43.20,105.10,131.40,227.30,293.10,17.00,0.40,1.30,856.90
HARYANA DELHI & CHANDIGARH,1934.00,21.60,1.00,47.60,0.70,2.00,64.60,140.80,199.10,18.30,0.00,0.00,5.60,501.40
HARYANA DELHI & CHANDIGARH,1935.00,35.10,25.10,7.10,29.20,0.70,5.30,208.90,132.30,97.00,7.50,6.00,14.20,568.30
HARYANA DELHI & CHANDIGARH,1936.00,1.60,18.20,6.80,0.70,3.30,141.30,124.40,125.70,61.30,0.10,1.20,26.50,511.10
HARYANA DELHI & CHANDIGARH,1937.00,0.80,75.80,5.30,20.30,5.20,43.70,171.60,39.30,109.80,0.40,0.30,9.10,481.70
HARYANA DELHI & CHANDIGARH,1938.00,38.20,7.70,0.40,1.10,7.40,61.70,89.70,56.90,8.10,7.60,0.10,0.00,278.80
HARYANA DELHI & CHANDIGARH,1939.00,1.90,38.50,20.20,0.50,0.30,88.80,62.70,32.90,63.30,1.20,0.00,0.00,310.20
HARYANA DELHI & CHANDIGARH,1940.00,28.20,35.60,11.90,6.70,1.70,38.70,117.40,142.30,12.60,0.20,0.00,0.40,395.70
HARYANA DELHI & CHANDIGARH,1941.00,59.20,5.10,2.20,0.00,16.20,96.30,41.00,90.10,46.40,3.90,0.00,3.50,363.90
HARYANA DELHI & CHANDIGARH,1942.00,24.90,48.60,2.20,11.70,7.30,48.20,257.50,237.60,154.20,0.30,0.00,11.90,804.50
HARYANA DELHI & CHANDIGARH,1943.00,19.60,2.10,2.40,14.70,8.50,28.80,129.60,112.40,89.70,0.00,0.00,0.10,407.90
HARYANA DELHI & CHANDIGARH,1944.00,21.50,32.90,35.10,27.60,0.50,52.20,150.70,99.00,38.80,24.80,0.60,0.60,484.20
HARYANA DELHI & CHANDIGARH,1945.00,41.50,0.00,2.40,6.50,7.90,36.50,120.00,122.30,312.50,5.10,0.00,0.00,654.60
HARYANA DELHI & CHANDIGARH,1946.00,0.10,9.70,1.70,3.40,27.00,72.00,122.90,155.40,17.30,15.60,1.00,11.60,437.80
HARYANA DELHI & CHANDIGARH,1947.00,17.20,15.80,7.20,0.60,3.00,13.70,22.90,80.60,292.90,4.50,0.00,6.20,464.50
HARYANA DELHI & CHANDIGARH,1948.00,34.40,31.40,18.80,1.10,4.80,16.00,212.40,233.00,34.60,4.30,0.90,0.30,592.10
HARYANA DELHI & CHANDIGARH,1949.00,3.40,27.90,0.70,1.20,5.90,12.10,287.90,58.30,84.70,1.20,0.00,2.00,485.30
HARYANA DELHI & CHANDIGARH,1950.00,22.20,6.50,18.10,0.50,6.10,9.70,220.40,147.60,118.70,0.00,0.00,1.40,551.10
HARYANA DELHI & CHANDIGARH,1951.00,8.20,0.40,33.60,11.60,9.10,21.30,56.00,135.40,35.00,0.20,27.40,0.00,338.20
HARYANA DELHI & CHANDIGARH,1952.00,8.20,17.80,12.00,2.60,10.80,67.10,122.50,311.00,1.30,0.00,0.00,3.20,556.30
HARYANA DELHI & CHANDIGARH,1953.00,39.50,1.60,0.00,4.10,5.90,58.90,241.00,154.90,48.40,0.90,0.00,6.60,561.90
HARYANA DELHI & CHANDIGARH,1954.00,26.10,91.00,10.10,0.40,3.90,26.70,152.30,45.60,136.60,43.90,0.30,0.00,537.00
HARYANA DELHI & CHANDIGARH,1955.00,32.80,1.90,7.70,7.30,12.70,66.10,100.30,173.10,159.30,129.40,2.80,0.60,694.10
HARYANA DELHI & CHANDIGARH,1956.00,16.60,3.10,25.60,0.80,2.40,50.80,239.10,159.50,19.50,131.30,4.40,0.60,653.80
HARYANA DELHI & CHANDIGARH,1957.00,53.20,0.20,28.90,2.80,6.90,24.40,190.60,101.60,149.60,26.60,7.70,24.70,617.20
HARYANA DELHI & CHANDIGARH,1958.00,4.10,0.70,5.40,1.90,4.40,17.00,150.00,182.70,273.40,21.80,1.00,10.60,673.00
