SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL
EAST UTTAR PRADESH,1913.00,0.60,37.10,32.00,0.50,68.70,175.00,222.00,200.00,95.70,15.50,0.00,14.50,861.40
EAST UTTAR PRADESH,1914.00,1.30,16.10,21.80,8.30,55.30,37.20,407.70,346.10,92.10,2.60,0.10,0.20,988.80
EAST UTTAR PRADESH,1915.00,12.50,45.50,25.60,5.80,20.10,107.90,285.40,417.20,387.40,98.60,1.90,1.90,1409.80
EAST UTTAR PRADESH,1916.00,0.00,20.10,0.00,6.90,7.30,243.50,314.80,351.20,197.40,55.50,5.10,0.00,1201.90
EAST UTTAR PRADESH,1917.00,7.90,32.20,8.40,3.90,43.80,171.40,356.70,230.00,302.20,55.40,0.00,4.60,1216.50
EAST UTTAR PRADESH,1918.00,0.60,0.10,5.30,4.30,20.30,142.00,110.40,261.60,104.00,0.10,1.10,0.90,650.70
EAST UTTAR PRADESH,1919.00,46.20,9.60,2.90,6.50,12.20,68.80,347.40,237.40,228.90,59.10,0.10,4.40,1023.40
EAST UTTAR PRADESH,1920.00,0.00,12.50,13.60,0.80,16.00,86.20,468.40,161.40,98.20,3.10,0.00,0.00,860.20
EAST UTTAR PRADESH,1921.00,41.20,0.70,2.50,8.50,0.50,166.80,203.60,460.70,218.20,11.10,0.00,1.00,1114.70
EAST UTTAR PRADESH,1922.00,27.60,5.70,0.00,4.40,2.90,130.20,436.80,438.10,299.10,3.10,0.60,15.50,1364.00
EAST UTTAR PRADESH,1923.00,1.20,38.10,0.10,0.10,5.40,41.90,276.60,340.50,261.70,93.20,1.00,16.20,1076.20
EAST UTTAR PRADESH,1924.00,11.50,7.30,1.00,0.20,2.20,42.10,500.90,239.90,266.30,29.20,11.10,8.30,1119.90
EAST UTTAR PRADESH,1925.00,5.20,0.00,0.40,16.70,20.90,140.80,443.90,236.30,233.10,6.00,10.90,0.00,1114.10
EAST UTTAR PRADESH,1926.00,11.30,2.50,44.60,14.00,19.00,18.70,365.50,259.80,225.20,26.80,0.50,1.50,989.50
EAST UTTAR PRADESH,1927.00,6.40,21.30,15.50,1.60,29.70,67.80,280.50,306.30,151.80,73.40,72.90,3.90,1031.20
EAST UTTAR PRADESH,1928.00,24.90,84.30,0.70,12.70,11.70,118.40,290.80,112.10,65.20,68.60,0.30,15.10,804.80
EAST UTTAR PRADESH,1929.00,42.40,1.40,13.00,1.70,6.60,163.70,286.70,354.60,48.50,53.30,0.00,43.00,1014.80
EAST UTTAR PRADESH,1930.00,11.30,16.80,5.20,3.50,6.10,54.20,367.00,265.00,284.80,38.60,3.50,13.40,1069.50
EAST UTTAR PRADESH,1931.00,0.50,27.40,1.80,0.20,8.60,36.80,297.00,240.20,332.00,102.30,0.20,0.10,1047.10
EAST UTTAR PRADESH,1932.00,0.00,5.50,2.20,1.40,7.60,89.40,170.10,287.40,125.70,16.80,29.50,2.90,738.50
EAST UTTAR PRADESH,1933.00,14.80,18.50,2.90,37.00,46.80,128.00,223.70,247.30,158.10,100.50,0.00,0.00,977.50
EAST UTTAR PRADESH,1934.00,33.70,1.60,12.50,1.00,1.50,148.70,360.70,257.30,236.40,9.50,1.50,3.90,1068.40
EAST UTTAR PRADESH,1935.00,19.90,18.00,0.00,10.80,0.20,73.90,259.00,325.30,198.10,0.00,0.00,14.60,919.80
EAST UTTAR PRADESH,1936.00,6.30,31.10,4.10,4.60,24.20,219.50,598.80,354.20,252.50,28.40,3.30,18.40,1545.50
EAST UTTAR PRADESH,1937.00,0.00,58.30,1.40,6.00,21.20,94.90,313.50,363.90,102.20,70.50,0.10,3.30,1035.30
EAST UTTAR PRADESH,1938.00,24.50,11.50,0.00,1.70,37.40,285.70,376.80,378.90,224.20,33.10,0.30,0.00,1374.20
EAST UTTAR PRADESH,1939.00,14.00,21.00,4.30,1.10,2.50,146.80,284.40,227.60,222.60,20.70,0.00,0.00,945.00
EAST UTTAR PRADESH,1940.00,8.30,20.90,31.50,5.00,10.50,66.20,256.70,315.20,121.00,5.90,0.00,25.80,866.80
EAST UTTAR PRADESH,1941.00,19.00,5.60,0.40,0.20,19.10,138.30,142.80,297.50,171.00,4.00,0.20,0.00,798.20
EAST UTTAR PRADESH,1942.00,56.20,55.80,7.90,4.70,4.90,99.60,277.80,312.40,203.00,0.20,0.00,6.20,1028.60
EAST UTTAR PRADESH,1943.00,24.30,7.30,0.10,20.70,15.60,75.40,231.30,444.40,266.50,15.40,0.00,0.00,1101.10
EAST UTTAR PRADESH,1944.00,19.20,41.60,63.70,12.40,6.30,105.90,278.40,304.70,178.50,47.50,0.00,3.20,1061.50
EAST UTTAR PRADESH,1945.00,46.50,1.80,1.70,14.90,12.00,70.30,239.30,211.50,267.90,108.90,0.00,5.70,980.40
EAST UTTAR PRADESH,1946.00,0.00,25.70,0.50,26.90,35.00,88.20,395.50,219.50,142.60,92.50,10.50,2.00,1038.90
EAST UTTAR PRADESH,1947.00,17.30,7.30,11.30,0.70,14.50,88.00,419.40,229.50,189.00,27.70,0.00,1.60,1006.30
EAST UTTAR PRADESH,1948.00,28.30,9.90,0.50,0.70,14.00,100.20,420.40,391.70,275.50,66.80,15.10,0.00,1323.10
EAST UTTAR PRADESH,1949.00,3.80,41.30,1.20,3.80,28.50,52.70,287.80,352.40,272.40,86.70,0.50,0.00,1131.00
EAST UTTAR PRADESH,1950.00,28.80,7.50,19.80,0.20,10.60,147.10,250.90,366.80,91.20,3.30,0.10,25.10,951.40
EAST UTTAR PRADESH,1951.00,27.40,10.90,21.60,6.10,2.50,114.40,139.20,247.40,168.30,12.70,2.00,0.10,752.50
EAST UTTAR PRADESH,1952.00,2.80,12.80,33.70,2.70,9.40,244.80,161.90,350.10,110.80,4.40,0.00,2.60,935.90
EAST UTTAR PRADESH,1953.00,32.40,6.30,1.30,3.40,14.90,138.40,497.50,323.70,243.60,3.60,0.00,1.70,1266.90
EAST UTTAR PRADESH,1954.00,36.50,32.10,1.70,0.00,3.60,65.20,309.90,300.40,186.50,33.60,0.00,0.20,969.70
EAST UTTAR PRADESH,1955.00,34.40,9.60,1.20,1.90,4.50,202.10,529.90,310.80,230.70,99.10,0.00,0.10,1424.30
EAST UTTAR PRADESH,1956.00,21.50,5.70,12.30,1.20,39.70,165.20,220.30,281.10,292.30,167.20,38.90,8.70,1254.10
EAST UTTAR PRADESH,1957.00,44.20,0.40,18.00,1.00,1.00,56.40,367.30,293.50,163.30,5.10,0.10,5.40,955.70
EAST UTTAR PRADESH,1958.00,14.60,3.20,5.80,4.40,1.30,52.60,247.30,388.50,184.40,111.90,0.00,2.90,1016.90
EAST UTTAR PRADESH,1959.00,53.20,4.20,4.80,4.10,36.00,44.40,234.10,274.60,85.90,125.90,2.00,0.00,869.20
EAST UTTAR PRADESH,1960.00,9.60,0.10,36.30,2.90,5.90,75.20,411.00,317.20,174.50,136.70,0.60,0.00,1170.00
EAST UTTAR PRADESH,1961.00,24.70,25.60,0.00,1.60,6.60,92.70,285.10,407.00,154.80,203.50,0.60,11.90,1214.30
EAST UTTAR PRADESH,1962.00,28.60,17.00,9.20,4.80,3.20,81.70,226.30,428.10,265.40,2.30,0.00,5.40,1072.00
EAST UTTAR PRADESH,1963.00,14.80,2.40,10.00,8.60,19.40,99.90,320.80,339.90,146.10,24.90,8.00,1.70,996.30
EAST UTTAR PRADESH,1964.00,1.60,6.60,0.20,3.70,43.40,82.90,398.70,179.90,292.20,18.30,0.80,8.50,1036.60
EAST UTTAR PRADESH,1965.00,2.10,0.70,9.90,19.30,2.70,21.40,204.50,213.60,161.70,47.90,0.50,1.20,685.50
EAST UTTAR PRADESH,1966.00,13.50,8.80,0.20,0.00,8.40,185.70,149.30,274.30,23.10,15.00,18.30,11.10,707.80
EAST UTTAR PRADESH,1967.00,2.10,0.10,30.50,9.20,8.10,81.00,264.70,443.30,155.90,2.70,0.70,31.00,1029.40
EAST UTTAR PRADESH,1968.00,28.80,5.50,4.50,2.60,1.70,95.10,311.30,251.10,104.10,32.90,0.00,2.30,840.00
EAST UTTAR PRADESH,1969.00,2.80,2.60,2.90,7.00,37.30,59.20,370.10,322.20,200.50,6.80,13.30,0.00,1024.60
EAST UTTAR PRADESH,1970.00,31.30,41.30,8.40,2.10,30.30,178.10,197.90,226.10,365.50,51.20,0.10,0.00,1132.30
EAST UTTAR PRADESH,1971.00,15.70,11.60,7.10,39.60,54.50,202.50,295.30,386.70,221.80,75.80,0.50,0.00,1311.10
EAST UTTAR PRADESH,1972.00,9.70,23.40,3.00,1.10,1.00,26.90,185.80,208.30,167.80,24.60,14.80,0.40,666.90
EAST UTTAR PRADESH,1973.00,11.70,18.30,0.70,0.00,17.90,119.70,245.10,257.80,174.50,109.70,0.10,0.10,955.70
EAST UTTAR PRADESH,1974.00,0.50,3.20,4.90,0.20,7.00,53.30,375.60,257.40,126.60,38.20,1.50,13.70,882.20
EAST UTTAR PRADESH,1975.00,13.50,7.60,13.10,0.80,8.00,234.90,405.90,312.50,188.90,40.30,0.00,0.00,1225.50
EAST UTTAR PRADESH,1976.00,6.10,3.50,0.20,5.70,23.40,61.40,254.00,309.30,254.80,4.80,0.30,0.10,923.50
EAST UTTAR PRADESH,1977.00,10.30,3.70,0.10,9.80,30.90,57.90,397.20,193.50,128.50,66.40,0.70,15.10,914.10
EAST UTTAR PRADESH,1978.00,27.90,27.20,31.60,9.60,6.50,187.10,327.20,262.60,219.10,12.20,1.60,3.90,1116.30
EAST UTTAR PRADESH,1979.00,27.60,30.60,2.30,6.80,12.00,85.20,320.60,118.10,31.60,18.50,33.60,9.60,696.50
EAST UTTAR PRADESH,1980.00,3.00,4.20,8.90,0.30,15.50,153.40,553.10,449.70,269.80,19.80,0.20,10.70,1488.50
EAST UTTAR PRADESH,1981.00,19.60,3.70,11.80,4.80,29.20,80.00,436.00,216.80,293.00,1.40,10.90,3.10,1110.10
EAST UTTAR PRADESH,1982.00,34.70,9.90,40.30,11.10,44.90,120.10,215.20,316.60,281.90,10.40,20.50,5.00,1110.60
EAST UTTAR PRADESH,1983.00,20.00,1.60,0.70,24.90,45.90,104.20,271.00,242.50,364.20,110.40,0.00,19.60,1204.80
EAST UTTAR PRADESH,1984.00,24.00,23.50,1.40,9.40,10.70,286.90,329.70,203.70,164.10,18.50,0.00,4.70,1076.70
EAST UTTAR PRADESH,1985.00,20.80,0.00,0.50,2.20,10.40,69.70,351.80,215.70,333.30,158.30,0.00,13.20,1175.90
EAST UTTAR PRADESH,1986.00,7.10,36.50,0.90,5.60,26.00,116.90,301.00,245.30,121.20,31.60,1.00,42.50,935.30
EAST UTTAR PRADESH,1987.00,11.10,6.40,2.60,6.40,22.20,20.70,215.90,167.60,289.50,78.70,0.00,3.50,824.70
EAST UTTAR PRADESH,1988.00,2.30,11.10,17.40,14.00,17.40,107.00,375.40,365.00,102.30,54.70,0.00,18.50,1085.10
EAST UTTAR PRADESH,1989.00,14.50,4.30,9.30,0.00,7.30,138.40,370.70,194.70,207.40,7.90,1.80,13.60,969.90
EAST UTTAR PRADESH,1990.00,0.00,42.60,9.50,1.80,42.30,135.70,488.80,212.20,153.90,12.00,0.00,7.40,1106.10
EAST UTTAR PRADESH,1991.00,8.60,10.90,7.90,3.90,4.10,98.20,123.00,395.90,201.60,0.20,2.70,18.30,875.20
EAST UTTAR PRADESH,1992.00,9.00,8.70,0.30,1.20,14.00,51.40,243.30,233.20,191.10,103.90,7.30,0.00,863.40
EAST UTTAR PRADESH,1993.00,1.70,5.10,23.20,8.90,33.90,162.50,142.60,206.60,240.70,7.80,0.50,0.30,834.00
EAST UTTAR PRADESH,1994.00,22.20,24.70,0.10,9.50,7.60,127.50,230.80,300.10,177.50,10.00,0.30,0.00,910.20
EAST UTTAR PRADESH,1995.00,19.20,23.10,1.90,2.00,2.10,133.80,173.00,290.40,187.20,2.40,16.70,8.40,860.50
EAST UTTAR PRADESH,1996.00,55.60,39.60,0.60,2.50,1.20,145.10,201.00,337.90,147.10,79.80,0.00,0.00,1010.30
EAST UTTAR PRADESH,1997.00,6.00,0.40,0.60,13.30,15.80,69.50,291.30,41.50,32.10,8.10,4.10,10.80,493.30
EAST UTTAR PRADESH,1998.00,9.50,8.60,14.20,6.60,20.10,55.40,218.30,247.00,63.80,14.50,3.00,0.00,661.00
EAST UTTAR PRADESH,1999.00,8.70,6.80,0.00,0.20,23.60,112.60,254.20,261.50,211.10,71.00,1.00,2.00,952.80
EAST UTTAR PRADESH,2000.00,2.60,5.30,2.90,10.50,38.60,199.10,240.90,204.70,222.70,1.30,18.10,0.20,946.80
EAST UTTAR PRADESH,2001.00,1.10,1.40,1.30,4.20,26.70,229.00,294.00,185.90,152.10,75.30,2.80,0.00,973.80
EAST UTTAR PRADESH,2002.00,15.00,26.10,0.60,2.50,29.20,50.60,101.70,212.10,226.70,20.60,1.40,2.70,689.10
EAST UTTAR PRADESH,2003.00,13.80,36.90,2.60,8.80,2.00,124.90,255.20,301.40,333.80,7.60,0.00,9.30,1096.40
EAST UTTAR PRADESH,2004.00,22.80,1.80,0.00,8.70,25.80,161.00,219.50,147.60,126.50,33.00,0.10,0.10,746.90
EAST UTTAR PRADESH,2005.00,14.00,14.00,10.30,0.90,8.00,57.50,290.30,227.30,119.70,25.20,0.00,2.90,770.30
EAST UTTAR PRADESH,2006.00,0.00,0.00,10.70,7.80,27.10,107.40,269.10,146.70,51.50,9.10,1.20,1.50,632.10
EAST UTTAR PRADESH,2007.00,0.10,46.60,25.80,3.20,28.30,64.50,265.20,180.40,111.50,14.60,0.00,1.10,741.20
EAST UTTAR PRADESH,2008.00,3.10,2.40,0.20,3.00,16.10,223.70,341.60,239.60,112.70,10.30,0.60,0.00,953.40
EAST UTTAR PRADESH,2009.00,0.00,1.10,0.80,0.60,22.80,29.90,149.40,177.00,139.60,80.90,4.90,3.00,610.20
EAST UTTAR PRADESH,2010.00,2.20,10.00,0.00,0.00,14.70,23.90,220.80,215.90,184.50,15.50,4.50,0.10,692.20
EAST UTTAR PRADESH,2011.00,1.00,2.70,1.60,2.90,32.20,163.80,197.90,232.10,146.40,0.60,0.00,0.00,781.20
EAST UTTAR PRADESH,2012.00,20.30,1.20,3.40,2.80,0.20,18.50,234.20,156.00,164.40,0.70,0.30,0.70,602.70
EAST UTTAR PRADESH,2013.00,6.10,59.60,2.70,8.70,1.10,309.70,230.00,246.10,78.20,97.40,0.50,1.10,1041.40
EAST UTTAR PRADESH,2014.00,47.40,25.80,15.40,1.70,10.70,47.80,224.50,138.10,106.70,74.70,0.00,8.40,701.20
EAST UTTAR PRADESH,2015.00,30.00,4.10,48.20,23.20,8.60,95.30,179.00,175.80,21.90,11.80,0.50,4.90,603.30
WEST UTTAR PRADESH,1901.00,51.40,25.60,9.50,0.70,5.60,23.80,201.90,374.30,67.70,7.60,0.00,7.90,775.90
WEST UTTAR PRADESH,1902.00,4.60,4.60,0.60,4.80,7.20,54.50,325.90,180.60,143.10,9.60,0.90,0.20,736.60
WEST UTTAR PRADESH,1903.00,13.40,0.40,1.20,0.00,8.20,32.70,145.40,279.10,150.40,177.30,0.00,0.40,808.40
WEST UTTAR PRADESH,1904.00,6.30,2.00,29.70,0.40,24.80,68.50,358.80,311.10,97.10,2.70,15.70,28.20,945.20
WEST UTTAR PRADESH,1905.00,32.30,26.60,14.80,3.60,7.10,18.90,139.80,95.00,92.20,0.20,0.00,2.90,433.50
WEST UTTAR PRADESH,1906.00,3.30,63.20,21.50,0.20,3.40,206.50,240.50,172.60,260.60,1.10,0.00,5.70,978.70
WEST UTTAR PRADESH,1907.00,13.80,64.80,17.60,27.20,9.60,15.80,176.50,263.90,0.50,0.00,0.00,0.00,589.50
WEST UTTAR PRADESH,1908.00,22.40,11.40,1.70,1.90,12.00,44.40,325.20,409.10,35.80,0.20,0.70,1.30,866.30
WEST UTTAR PRADESH,1909.00,16.70,6.10,0.10,69.00,2.80,163.30,350.60,155.10,106.80,1.10,0.00,31.40,903.00
WEST UTTAR PRADESH,1910.00,11.10,2.50,0.00,1.40,13.50,88.00,120.30,274.50,205.40,149.50,9.10,0.40,875.90
WEST UTTAR PRADESH,1911.00,63.80,0.50,31.60,0.80,0.30,58.80,57.40,135.60,346.20,17.20,38.90,0.60,751.60
WEST UTTAR PRADESH,1912.00,24.50,6.00,8.50,4.10,5.00,27.50,238.10,224.80,254.80,0.10,9.50,1.40,804.50
WEST UTTAR PRADESH,1913.00,0.20,37.40,27.00,1.80,52.00,124.20,123.70,101.20,19.70,0.90,0.70,6.40,495.30
WEST UTTAR PRADESH,1914.00,0.10,8.50,21.80,17.90,30.50,48.30,335.20,195.60,212.80,11.30,5.50,0.00,887.50
WEST UTTAR PRADESH,1915.00,20.20,60.70,50.30,7.40,11.90,58.50,196.00,241.30,136.00,18.40,0.00,1.80,802.50
WEST UTTAR PRADESH,1916.00,0.10,17.90,0.00,2.50,10.40,139.90,299.70,356.90,230.50,48.90,7.40,0.00,1114.20
WEST UTTAR PRADESH,1917.00,9.70,25.60,11.70,16.80,48.50,101.80,298.10,235.50,288.90,80.10,0.00,3.50,1120.20
WEST UTTAR PRADESH,1918.00,7.20,0.70,10.90,4.90,5.50,83.60,72.90,161.00,20.30,0.20,4.10,0.60,371.90
WEST UTTAR PRADESH,1919.00,68.60,4.40,3.30,5.80,14.20,19.50,311.40,381.60,129.60,12.10,3.70,14.70,969.10
WEST UTTAR PRADESH,1920.00,5.20,9.30,9.70,0.40,19.60,128.10,332.40,88.20,28.10,1.80,0.00,0.00,622.80
WEST UTTAR PRADESH,1921.00,50.00,0.70,1.10,3.40,0.50,141.80,164.50,384.60,232.70,12.60,0.00,0.30,992.30
WEST UTTAR PRADESH,1922.00,36.80,4.10,0.00,1.60,2.60,77.60,326.30,336.90,190.70,2.90,0.90,20.40,1000.80
WEST UTTAR PRADESH,1923.00,4.90,39.70,0.30,0.00,7.40,8.10,209.80,350.40,204.10,39.70,1.40,36.40,902.30
WEST UTTAR PRADESH,1924.00,29.10,20.30,2.20,0.20,7.70,17.80,308.80,256.60,354.70,41.70,1.60,23.40,1064.10
WEST UTTAR PRADESH,1925.00,4.20,0.20,0.10,5.50,12.50,207.50,403.30,227.00,58.50,5.30,19.80,0.00,943.80
WEST UTTAR PRADESH,1926.00,13.00,8.20,53.70,14.60,24.90,15.90,282.30,312.40,168.20,22.20,1.30,0.40,917.00
WEST UTTAR PRADESH,1927.00,0.00,23.00,19.20,4.40,19.10,73.40,252.60,316.00,66.70,104.40,42.00,13.40,934.20
WEST UTTAR PRADESH,1928.00,28.60,89.90,1.90,7.80,8.60,55.90,262.40,85.10,33.70,43.20,8.60,18.90,644.60
WEST UTTAR PRADESH,1929.00,26.30,2.50,1.90,5.70,1.50,83.00,210.70,234.70,32.70,18.40,0.80,32.20,650.10
WEST UTTAR PRADESH,1930.00,23.80,18.30,0.60,2.60,4.30,64.00,369.60,219.70,50.40,30.90,0.20,4.00,788.10
WEST UTTAR PRADESH,1931.00,0.50,25.90,6.30,0.40,6.30,16.20,217.00,224.30,349.50,84.00,0.20,0.20,930.80
WEST UTTAR PRADESH,1932.00,0.00,4.20,13.00,4.20,2.90,24.30,175.30,178.70,286.70,0.10,8.60,7.90,706.00
WEST UTTAR PRADESH,1933.00,5.50,14.70,6.00,19.60,33.30,239.00,205.50,224.00,199.60,85.90,1.00,1.40,1035.30
WEST UTTAR PRADESH,1934.00,28.10,1.80,27.70,1.00,0.90,120.70,217.20,343.30,144.10,1.00,0.80,11.10,897.70
WEST UTTAR PRADESH,1935.00,28.40,22.00,2.80,15.90,0.20,16.80,321.40,170.90,174.60,2.30,2.90,26.50,784.60
WEST UTTAR PRADESH,1936.00,3.50,16.90,11.90,2.50,17.50,291.20,353.90,284.10,194.10,1.50,12.90,28.60,1218.40
WEST UTTAR PRADESH,1937.00,0.30,64.60,1.80,11.50,10.50,66.10,211.80,164.80,131.70,2.20,0.90,10.70,676.70
WEST UTTAR PRADESH,1938.00,39.20,5.90,0.10,1.10,7.90,158.80,273.60,182.20,42.60,18.50,0.50,0.00,730.40
WEST UTTAR PRADESH,1939.00,8.00,21.20,6.30,0.60,2.90,130.20,235.50,101.70,211.50,3.20,0.00,0.00,721.10
WEST UTTAR PRADESH,1940.00,21.10,39.30,19.10,5.80,5.70,40.40,232.40,348.70,53.90,1.50,0.20,15.80,783.90
WEST UTTAR PRADESH,1941.00,35.60,8.30,1.60,0.00,16.00,87.60,56.20,221.60,83.00,4.40,0.00,2.00,516.40
WEST UTTAR PRADESH,1942.00,33.20,54.30,1.30,5.90,5.40,98.00,362.40,320.10,193.90,0.00,0.00,13.70,1088.20
WEST UTTAR PRADESH,1943.00,25.80,0.50,2.80,13.90,11.20,75.70,186.60,379.50,149.80,4.50,0.00,0.10,850.40
WEST UTTAR PRADESH,1944.00,32.30,43.20,44.40,25.10,0.40,76.50,255.40,183.20,87.10,21.00,0.60,1.20,770.30
WEST UTTAR PRADESH,1945.00,35.50,0.00,0.50,4.60,4.40,31.00,309.50,260.00,278.80,41.60,0.00,0.10,966.00
WEST UTTAR PRADESH,1946.00,0.10,19.30,0.70,11.90,20.40,92.20,378.20,277.60,40.00,31.50,18.20,6.70,896.60
WEST UTTAR PRADESH,1947.00,18.10,12.20,11.00,0.20,2.90,47.40,237.30,197.80,263.60,11.10,0.00,7.40,809.20
WEST UTTAR PRADESH,1948.00,37.20,18.80,11.90,0.30,5.30,9.20,310.30,422.80,179.70,22.50,9.60,0.50,1028.10
WEST UTTAR PRADESH,1949.00,0.60,38.30,3.40,3.20,10.70,14.50,339.00,267.70,207.80,21.30,0.00,0.10,906.70
WEST UTTAR PRADESH,1950.00,21.10,5.80,21.20,0.70,7.10,47.70,265.90,311.20,138.40,0.20,0.00,14.80,834.00
WEST UTTAR PRADESH,1951.00,16.40,8.20,34.90,6.60,11.50,31.70,141.00,253.40,199.90,6.50,18.70,0.00,728.90
WEST UTTAR PRADESH,1952.00,6.60,20.00,23.40,2.60,8.10,190.80,198.80,379.10,36.20,2.30,0.10,7.30,875.30
WEST UTTAR PRADESH,1953.00,36.90,0.50,0.00,5.90,7.40,64.60,366.80,192.80,85.10,1.10,0.00,0.50,761.80
WEST UTTAR PRADESH,1954.00,34.90,67.60,11.00,0.10,0.70,40.80,232.50,222.70,169.00,99.90,0.00,0.00,879.30
WEST UTTAR PRADESH,1955.00,44.80,5.70,2.40,3.30,2.10,98.10,199.40,295.20,216.20,193.70,0.00,0.00,1060.90
WEST UTTAR PRADESH,1956.00,23.10,4.30,22.20,0.40,12.40,67.20,334.70,289.80,96.80,206.50,4.50,2.60,1064.40
WEST UTTAR PRADESH,1957.00,59.70,0.30,29.10,5.40,2.40,42.30,282.30,271.10,278.90,18.20,3.20,12.30,1005.20
WEST UTTAR PRADESH,1958.00,7.70,2.80,3.50,5.50,0.70,42.10,397.10,327.30,246.70,122.40,0.20,9.40,1165.30
WEST UTTAR PRADESH,1959.00,46.30,3.90,5.70,1.30,34.10,18.90,203.50,281.10,106.80,50.20,16.50,0.00,768.30
WEST UTTAR PRADESH,1960.00,11.60,0.00,33.90,2.30,5.80,64.90,334.90,391.90,94.70,187.70,0.00,1.90,1129.80
WEST UTTAR PRADESH,1961.00,44.50,33.10,0.10,2.10,7.60,73.40,302.50,467.50,113.50,141.40,1.90,10.50,1198.30
WEST UTTAR PRADESH,1962.00,34.00,18.60,15.10,0.80,2.20,45.90,221.20,238.00,214.60,0.10,1.60,6.10,798.20
WEST UTTAR PRADESH,1963.00,13.60,5.00,5.20,3.50,9.70,70.90,165.40,361.40,279.50,0.30,10.90,4.30,929.70
WEST UTTAR PRADESH,1964.00,2.30,0.80,1.90,0.60,20.20,38.80,416.30,246.70,261.00,1.60,0.20,11.60,1002.00
WEST UTTAR PRADESH,1965.00,8.00,10.40,10.60,21.10,10.60,3.70,215.40,219.40,148.40,25.30,0.00,0.70,673.50
WEST UTTAR PRADESH,1966.00,6.00,13.00,0.80,0.20,20.50,143.30,146.50,356.50,49.30,9.30,7.80,2.90,756.00
WEST UTTAR PRADESH,1967.00,0.50,0.10,34.40,1.30,3.80,51.80,263.60,509.60,223.50,4.80,2.10,61.60,1157.20
WEST UTTAR PRADESH,1968.00,21.80,8.40,10.00,0.30,0.10,46.40,319.30,205.00,64.70,15.60,0.00,1.50,693.30
WEST UTTAR PRADESH,1969.00,5.80,3.00,10.00,4.80,16.60,17.10,311.40,262.40,231.20,0.40,15.40,0.00,878.10
WEST UTTAR PRADESH,1970.00,37.80,44.60,9.30,0.10,15.50,129.00,133.60,316.30,160.80,16.90,0.00,0.00,863.80
WEST UTTAR PRADESH,1971.00,10.90,12.50,2.90,11.50,44.70,139.10,284.60,280.50,125.70,84.30,6.20,0.00,1003.10
WEST UTTAR PRADESH,1972.00,4.00,26.30,4.50,3.10,0.40,31.90,165.90,211.50,119.00,7.50,9.40,1.60,585.10
WEST UTTAR PRADESH,1973.00,7.50,12.70,2.60,0.00,7.90,79.90,263.50,292.00,87.10,51.00,0.10,1.70,805.90
WEST UTTAR PRADESH,1974.00,0.20,0.70,0.80,0.10,7.90,25.80,356.60,191.50,27.60,39.10,0.00,18.60,668.90
WEST UTTAR PRADESH,1975.00,13.40,7.80,7.00,0.80,2.50,159.70,273.10,245.60,256.90,22.60,0.00,0.00,989.50
WEST UTTAR PRADESH,1976.00,1.50,11.90,2.90,2.30,11.00,69.80,228.80,246.10,75.20,2.60,0.60,0.30,653.20
WEST UTTAR PRADESH,1977.00,15.90,2.80,0.20,20.00,22.70,78.50,440.60,192.30,176.10,27.80,0.30,17.20,994.30
WEST UTTAR PRADESH,1978.00,6.00,31.70,57.10,8.30,0.70,206.20,279.70,397.00,244.90,3.50,2.70,6.20,1244.20
WEST UTTAR PRADESH,1979.00,45.10,48.60,10.60,2.30,29.90,56.70,240.80,69.70,26.60,1.70,18.60,7.40,558.00
WEST UTTAR PRADESH,1980.00,4.50,4.80,19.30,0.40,2.20,104.70,349.40,364.40,99.30,16.10,1.40,18.10,984.70
WEST UTTAR PRADESH,1981.00,19.00,5.20,13.40,1.30,22.70,102.20,314.50,131.40,101.90,3.10,20.60,4.20,739.60
WEST UTTAR PRADESH,1982.00,30.50,8.30,61.80,23.80,40.50,53.10,231.10,403.40,81.80,8.70,14.40,11.60,969.10
WEST UTTAR PRADESH,1983.00,28.10,5.40,5.50,59.80,33.70,89.70,306.70,385.50,212.60,50.70,0.00,14.00,1191.70
WEST UTTAR PRADESH,1984.00,24.70,27.50,0.60,7.40,0.30,134.50,200.20,268.30,116.60,0.40,0.00,0.70,781.30
WEST UTTAR PRADESH,1985.00,7.50,0.00,1.70,6.90,6.10,44.30,305.50,221.80,204.40,143.80,0.00,15.20,957.20
WEST UTTAR PRADESH,1986.00,14.80,46.50,5.70,3.90,29.80,95.30,202.60,181.00,105.50,15.10,2.10,13.00,715.20
WEST UTTAR PRADESH,1987.00,15.20,13.10,2.70,1.80,39.80,34.60,105.00,124.20,92.40,30.80,0.00,7.30,466.80
WEST UTTAR PRADESH,1988.00,3.50,11.40,26.60,8.00,6.10,85.60,318.00,412.70,139.60,14.90,0.00,9.10,1035.60
WEST UTTAR PRADESH,1989.00,24.60,1.10,15.40,0.00,1.60,88.50,132.10,222.00,153.60,0.40,4.10,14.00,657.30
WEST UTTAR PRADESH,1990.00,0.00,67.50,9.20,0.70,29.80,45.90,334.20,195.90,250.40,3.70,3.50,17.40,958.00
WEST UTTAR PRADESH,1991.00,2.90,18.90,7.50,2.90,2.70,44.80,108.60,406.20,124.70,0.00,7.90,21.70,748.70
WEST UTTAR PRADESH,1992.00,14.20,9.70,4.00,0.30,7.90,25.90,196.90,306.10,179.40,67.40,8.90,0.00,820.60
